file	routine	kind	said_line	said_bkp_relation	said_old_relation	said_sha256	said_bkp_sha256	said_old_sha256	behavioral_relevance
pdesaid.f	PDECHICMP	subroutine	916	identical	identical	fbb851740e8b73e5c42246623cedd09171c74d44c0f0a78478d6eeb8086e25cd	fbb851740e8b73e5c42246623cedd09171c74d44c0f0a78478d6eeb8086e25cd	fbb851740e8b73e5c42246623cedd09171c74d44c0f0a78478d6eeb8086e25cd	none-no-variant-delta
pdesaid.f	PDEOPEN	subroutine	1133	identical	identical	3c4c8ab6771f888690ff0f21757efe0d4128344526d9b67b50d1a9c2172abc5e	3c4c8ab6771f888690ff0f21757efe0d4128344526d9b67b50d1a9c2172abc5e	3c4c8ab6771f888690ff0f21757efe0d4128344526d9b67b50d1a9c2172abc5e	none-no-variant-delta
pdesaid.f	PDESETUP	subroutine	1173	identical	identical	44a1f064ff46771941b7e6123094fe01e432873246269552c5070676805657d4	44a1f064ff46771941b7e6123094fe01e432873246269552c5070676805657d4	44a1f064ff46771941b7e6123094fe01e432873246269552c5070676805657d4	none-no-variant-delta
pdesaid.f	PDEOBS	subroutine	1242	identical	identical	a68e041fe5aefa6fa9b101975fd97e80923fd60fbccaeb4673251d34259a8cdb	a68e041fe5aefa6fa9b101975fd97e80923fd60fbccaeb4673251d34259a8cdb	a68e041fe5aefa6fa9b101975fd97e80923fd60fbccaeb4673251d34259a8cdb	none-no-variant-delta
pdesaid.f	PDEDA	subroutine	1459	identical	identical	26f59e839b7cba36c119fc54a4136ae831f7a5442890c2910d8eb8889f9f6434	26f59e839b7cba36c119fc54a4136ae831f7a5442890c2910d8eb8889f9f6434	26f59e839b7cba36c119fc54a4136ae831f7a5442890c2910d8eb8889f9f6434	none-no-variant-delta
pdesaid.f	PDEBAS	subroutine	1518	identical	identical	164c705e0ac2d361089beec2c891898fecf5d1028919140fb3483953d58bec86	164c705e0ac2d361089beec2c891898fecf5d1028919140fb3483953d58bec86	164c705e0ac2d361089beec2c891898fecf5d1028919140fb3483953d58bec86	none-no-variant-delta
pdesaid.f	SAIDEQ	subroutine	1590	identical	identical	1cd433d280aa1e5ce80e0729c772867e8c5485d9311c08725c460bc2336c08e1	1cd433d280aa1e5ce80e0729c772867e8c5485d9311c08725c460bc2336c08e1	1cd433d280aa1e5ce80e0729c772867e8c5485d9311c08725c460bc2336c08e1	none-no-variant-delta
pdesaid.f	PDESOL	subroutine	1607	identical	identical	69e8d6c53b9ffb00df81fb0dae2bf5e25d7befb450e5df401292a46b400e4f96	69e8d6c53b9ffb00df81fb0dae2bf5e25d7befb450e5df401292a46b400e4f96	69e8d6c53b9ffb00df81fb0dae2bf5e25d7befb450e5df401292a46b400e4f96	none-no-variant-delta
pdesaid.f	PDEDLT	subroutine	1865	identical	identical	f0cdf14a771d6249d2c01d1d6f78df217a0684bc7ef72df5c9c0c69c3ef2d388	f0cdf14a771d6249d2c01d1d6f78df217a0684bc7ef72df5c9c0c69c3ef2d388	f0cdf14a771d6249d2c01d1d6f78df217a0684bc7ef72df5c9c0c69c3ef2d388	none-no-variant-delta
pdesaid.f	PDEODO	subroutine	1971	identical	identical	085768f3a213862f128e9490ace43ef953e93348d845f0d39cb31a077a9eac6b	085768f3a213862f128e9490ace43ef953e93348d845f0d39cb31a077a9eac6b	085768f3a213862f128e9490ace43ef953e93348d845f0d39cb31a077a9eac6b	none-no-variant-delta
pdesaid.f	PDECHI	subroutine	2064	identical	identical	18d820aadc2ab6cc036ef55feeacc5f8feceff6eddccc1cc8a9660d48dec8073	18d820aadc2ab6cc036ef55feeacc5f8feceff6eddccc1cc8a9660d48dec8073	18d820aadc2ab6cc036ef55feeacc5f8feceff6eddccc1cc8a9660d48dec8073	none-no-variant-delta
pdesaid.f	CHBPLT	subroutine	2390	identical	identical	0b75e7075a2d081a9a64592586075065a49fa755fd6bbd72b3f142840dc25684	0b75e7075a2d081a9a64592586075065a49fa755fd6bbd72b3f142840dc25684	0b75e7075a2d081a9a64592586075065a49fa755fd6bbd72b3f142840dc25684	none-no-variant-delta
pdesaid.f	PDEPWA	subroutine	2487	identical	identical	6ce62c3c8e79e4f30c2cae39ff164a6bf0e77cd5652c647e4f147e0e1358c979	6ce62c3c8e79e4f30c2cae39ff164a6bf0e77cd5652c647e4f147e0e1358c979	6ce62c3c8e79e4f30c2cae39ff164a6bf0e77cd5652c647e4f147e0e1358c979	none-no-variant-delta
pdesaid.f	PIDPWA	subroutine	3407	identical	identical	f9db33a055c282b5b3a1e9e0787e0e7c295da632b288d5140b12fafbb639e20d	f9db33a055c282b5b3a1e9e0787e0e7c295da632b288d5140b12fafbb639e20d	f9db33a055c282b5b3a1e9e0787e0e7c295da632b288d5140b12fafbb639e20d	none-no-variant-delta
pdesaid.f	BSSPDE	subroutine	3543	identical	identical	5444a9279bb591a79700501bd4ad0ab712a3cc2c704e3ada9d0af2f6f9ee968f	5444a9279bb591a79700501bd4ad0ab712a3cc2c704e3ada9d0af2f6f9ee968f	5444a9279bb591a79700501bd4ad0ab712a3cc2c704e3ada9d0af2f6f9ee968f	none-no-variant-delta
pdesaid.f	PLTSB	subroutine	3620	identical	identical	6b0ccd0e660f0547aa94cb0159b340087fbd7f26a9f00ff0c19a81f8ff997685	6b0ccd0e660f0547aa94cb0159b340087fbd7f26a9f00ff0c19a81f8ff997685	6b0ccd0e660f0547aa94cb0159b340087fbd7f26a9f00ff0c19a81f8ff997685	none-no-variant-delta
pdesaid.f	PDEBIND	subroutine	3628	identical	identical	740f279c2be4f008bae8f6e3d7c4bc2f6908ab358f46367733474773980bf898	740f279c2be4f008bae8f6e3d7c4bc2f6908ab358f46367733474773980bf898	740f279c2be4f008bae8f6e3d7c4bc2f6908ab358f46367733474773980bf898	none-no-variant-delta
pdesaid.f	PLTX	subroutine	4030	identical	identical	70bebbcca32c108dc27d952119f8cbe58383fb8c18d58c1c87af104286a825ec	70bebbcca32c108dc27d952119f8cbe58383fb8c18d58c1c87af104286a825ec	70bebbcca32c108dc27d952119f8cbe58383fb8c18d58c1c87af104286a825ec	none-no-variant-delta
pdesaid.f	PDEDBSM	subroutine	4051	identical	identical	a1869244076a06eb0a52b588b83666878938c6468dcd3364e91132cf1079a869	a1869244076a06eb0a52b588b83666878938c6468dcd3364e91132cf1079a869	a1869244076a06eb0a52b588b83666878938c6468dcd3364e91132cf1079a869	none-no-variant-delta
pdesaid.f	PDEPLAN	subroutine	4242	identical	identical	34936dd980a79c65227875c6c11cbb4e4b68c455d4b0a21b87f78b340d8e2d78	34936dd980a79c65227875c6c11cbb4e4b68c455d4b0a21b87f78b340d8e2d78	34936dd980a79c65227875c6c11cbb4e4b68c455d4b0a21b87f78b340d8e2d78	none-no-variant-delta
pdesaid.f	PDEMOVY	subroutine	4795	identical	identical	6c17d682e096c537fab8a13ccf24d3fdd87fcbe042d42516529048cde97e4b6d	6c17d682e096c537fab8a13ccf24d3fdd87fcbe042d42516529048cde97e4b6d	6c17d682e096c537fab8a13ccf24d3fdd87fcbe042d42516529048cde97e4b6d	none-no-variant-delta
pdesaid.f	PDECMTX	subroutine	5160	identical	identical	6ee6230590cc5d026ea8611308289efc90a1e704f687998a8e8954ac40d4ebe1	6ee6230590cc5d026ea8611308289efc90a1e704f687998a8e8954ac40d4ebe1	6ee6230590cc5d026ea8611308289efc90a1e704f687998a8e8954ac40d4ebe1	none-no-variant-delta
pdesaid.f	PDECHP	subroutine	5288	identical	identical	a064bfdba39fd22092d7a86d20c7dd0d90be4da3d31c6d2a50dfd9d611ae0e43	a064bfdba39fd22092d7a86d20c7dd0d90be4da3d31c6d2a50dfd9d611ae0e43	a064bfdba39fd22092d7a86d20c7dd0d90be4da3d31c6d2a50dfd9d611ae0e43	none-no-variant-delta
pdesaid.f	PDECONP	subroutine	5323	identical	identical	4d2411a371aea7bc7751aa4a9d5e36afc230013a0fcf1dcd34e4e1de313e274d	4d2411a371aea7bc7751aa4a9d5e36afc230013a0fcf1dcd34e4e1de313e274d	4d2411a371aea7bc7751aa4a9d5e36afc230013a0fcf1dcd34e4e1de313e274d	none-no-variant-delta
pdesaid.f	PDEPTX	subroutine	5736	identical	identical	64d23c0f2065b953e635156d88e2aa782ddcd5387498cfb863f951ef359ca78c	64d23c0f2065b953e635156d88e2aa782ddcd5387498cfb863f951ef359ca78c	64d23c0f2065b953e635156d88e2aa782ddcd5387498cfb863f951ef359ca78c	none-no-variant-delta
pdesaid.f	CONFUN	subroutine	6029	identical	identical	4d7b26f0ef3e137117cabcba10dc2b51c60b77f101abcc586a3325ce444eb500	4d7b26f0ef3e137117cabcba10dc2b51c60b77f101abcc586a3325ce444eb500	4d7b26f0ef3e137117cabcba10dc2b51c60b77f101abcc586a3325ce444eb500	none-no-variant-delta
pdesaid.f	PDESWAP	subroutine	6303	identical	identical	03ec5680d8523190a79da294db2e289190605d0a31e50a87ba3adc8661b8ae32	03ec5680d8523190a79da294db2e289190605d0a31e50a87ba3adc8661b8ae32	03ec5680d8523190a79da294db2e289190605d0a31e50a87ba3adc8661b8ae32	none-no-variant-delta
pdesaid.f	A3DPLT	subroutine	6350	identical	identical	2a90659dab6f3df4bd5779976bc09bd9e84383d9f694dec5ae9a35d9ca9347df	2a90659dab6f3df4bd5779976bc09bd9e84383d9f694dec5ae9a35d9ca9347df	2a90659dab6f3df4bd5779976bc09bd9e84383d9f694dec5ae9a35d9ca9347df	none-no-variant-delta
pdesaid.f	GETXYP	subroutine	6592	identical	identical	38810532601017ca060e74c7736b24ea8b9d4749c1028b78a256d6ac11bf743a	38810532601017ca060e74c7736b24ea8b9d4749c1028b78a256d6ac11bf743a	38810532601017ca060e74c7736b24ea8b9d4749c1028b78a256d6ac11bf743a	none-no-variant-delta
pdesaid.f	CONCRV	subroutine	6614	identical	identical	0c8ebee3b7d613d60b63afa312ffce851fa8bd7ff1dad9828fefc283ab193f72	0c8ebee3b7d613d60b63afa312ffce851fa8bd7ff1dad9828fefc283ab193f72	0c8ebee3b7d613d60b63afa312ffce851fa8bd7ff1dad9828fefc283ab193f72	none-no-variant-delta
pdesaid.f	SIDE	subroutine	6664	identical	identical	3b28f9600109f21c4ad9724957a3b54949003b15bcec3e836a5a9a0ec00dfada	3b28f9600109f21c4ad9724957a3b54949003b15bcec3e836a5a9a0ec00dfada	3b28f9600109f21c4ad9724957a3b54949003b15bcec3e836a5a9a0ec00dfada	none-no-variant-delta
pdeu.f	PDEU	subroutine	1	identical	identical	975f97882d9cfc23b56211610536b74b403e870f254d026e1d663181cc963ddf	975f97882d9cfc23b56211610536b74b403e870f254d026e1d663181cc963ddf	975f97882d9cfc23b56211610536b74b403e870f254d026e1d663181cc963ddf	none-no-variant-delta
pdeu.f	FJGJ	subroutine	7	identical	identical	6ae74520ced3f1bea463bf35afa82af2deaab4ae18d57347cd01137eb01c5a86	6ae74520ced3f1bea463bf35afa82af2deaab4ae18d57347cd01137eb01c5a86	6ae74520ced3f1bea463bf35afa82af2deaab4ae18d57347cd01137eb01c5a86	none-no-variant-delta
pdeu.f	ALCVPD	subroutine	25	identical	identical	2d37b41ab5285fe45333d23a1f83abf49d30ef399e2304a13b401ad148d4dbf5	2d37b41ab5285fe45333d23a1f83abf49d30ef399e2304a13b401ad148d4dbf5	2d37b41ab5285fe45333d23a1f83abf49d30ef399e2304a13b401ad148d4dbf5	none-no-variant-delta
pdeu.f	PDALIAS	subroutine	86	identical	identical	587391a153ed7c856e02c83e18c177534816d67943ee43017a15fd0282b55041	587391a153ed7c856e02c83e18c177534816d67943ee43017a15fd0282b55041	587391a153ed7c856e02c83e18c177534816d67943ee43017a15fd0282b55041	none-no-variant-delta
pdeu.f	SDEXPT	subroutine	107	identical	identical	c01d488e077d7e4dc9e0550671e87048bb7f09c0801d435485ff45e30620890b	c01d488e077d7e4dc9e0550671e87048bb7f09c0801d435485ff45e30620890b	c01d488e077d7e4dc9e0550671e87048bb7f09c0801d435485ff45e30620890b	none-no-variant-delta
pdeu.f	COULR	subroutine	134	identical	identical	98fed78cf3e8866d6d83044af2b8ce4dc8e5ff62e5e9b503ca3bdeb4176935a9	98fed78cf3e8866d6d83044af2b8ce4dc8e5ff62e5e9b503ca3bdeb4176935a9	98fed78cf3e8866d6d83044af2b8ce4dc8e5ff62e5e9b503ca3bdeb4176935a9	none-no-variant-delta
pdeu.f	COULPDE	subroutine	165	identical	identical	b6404106a73077ef62d229540f1a14cc072d94bb3b8018cc6cb2870bd54d46ce	b6404106a73077ef62d229540f1a14cc072d94bb3b8018cc6cb2870bd54d46ce	b6404106a73077ef62d229540f1a14cc072d94bb3b8018cc6cb2870bd54d46ce	none-no-variant-delta
pdeu.f	PDEB	function	218	identical	identical	8bac21c436fbb9f0adc55424da8566bb4b3445eee2d3b1d2a20f3b3cd9a5b021	8bac21c436fbb9f0adc55424da8566bb4b3445eee2d3b1d2a20f3b3cd9a5b021	8bac21c436fbb9f0adc55424da8566bb4b3445eee2d3b1d2a20f3b3cd9a5b021	none-no-variant-delta
pdeu.f	A4R	function	241	identical	identical	8d44221e9740a3d467234339e656c44829a3cbe292bc80b2a61345a43f19bb34	8d44221e9740a3d467234339e656c44829a3cbe292bc80b2a61345a43f19bb34	8d44221e9740a3d467234339e656c44829a3cbe292bc80b2a61345a43f19bb34	none-no-variant-delta
pdeu.f	A4I	function	247	identical	identical	eb814a5110567c51e2e5518146609a57b17fc79d3f9845f65a9253021cb27939	eb814a5110567c51e2e5518146609a57b17fc79d3f9845f65a9253021cb27939	eb814a5110567c51e2e5518146609a57b17fc79d3f9845f65a9253021cb27939	none-no-variant-delta
pdeu.f	PDROT	subroutine	254	identical	identical	ff6815816de7717ab5db07fdb1638b29a20967137a6175d58049948f0603ddb3	ff6815816de7717ab5db07fdb1638b29a20967137a6175d58049948f0603ddb3	ff6815816de7717ab5db07fdb1638b29a20967137a6175d58049948f0603ddb3	none-no-variant-delta
pdeu.f	PNCHPDE	subroutine	269	identical	identical	78ea9dd82a22723dfa9ef946dc74261aa195405e27bcd93f6a2f854c396f42f6	78ea9dd82a22723dfa9ef946dc74261aa195405e27bcd93f6a2f854c396f42f6	78ea9dd82a22723dfa9ef946dc74261aa195405e27bcd93f6a2f854c396f42f6	none-no-variant-delta
pdeu.f	PPDAMP	subroutine	305	identical	identical	8dfeb8d5042fd3de78d3bd4315e5339fd44ad4c912595c422ed8f601f16c44bd	8dfeb8d5042fd3de78d3bd4315e5339fd44ad4c912595c422ed8f601f16c44bd	8dfeb8d5042fd3de78d3bd4315e5339fd44ad4c912595c422ed8f601f16c44bd	none-no-variant-delta
pdeu.f	GETNJ	subroutine	380	identical	identical	2a82066bbf662126e0f4f8149ec149a9748bc803617602ac3d32602bdc303061	2a82066bbf662126e0f4f8149ec149a9748bc803617602ac3d32602bdc303061	2a82066bbf662126e0f4f8149ec149a9748bc803617602ac3d32602bdc303061	none-no-variant-delta
pdeu.f	PDEAMP	subroutine	398	identical	identical	4de42824ed33fe760d2f1fe65e6a68f77e8640007ce12448fdf0de8f415354a4	4de42824ed33fe760d2f1fe65e6a68f77e8640007ce12448fdf0de8f415354a4	4de42824ed33fe760d2f1fe65e6a68f77e8640007ce12448fdf0de8f415354a4	none-no-variant-delta
pdeu.f	PIDAMP	subroutine	502	identical	identical	55b676f7b1ad1692414e26b3e7f79ce778005b2d35eb6801a8f48a888ae0df52	55b676f7b1ad1692414e26b3e7f79ce778005b2d35eb6801a8f48a888ae0df52	55b676f7b1ad1692414e26b3e7f79ce778005b2d35eb6801a8f48a888ae0df52	none-no-variant-delta
pdeu.f	PDEKM	subroutine	613	identical	identical	58b2e785333aaf44b1dfd2abec002c961372e5a6b8261991119ef465b3032458	58b2e785333aaf44b1dfd2abec002c961372e5a6b8261991119ef465b3032458	58b2e785333aaf44b1dfd2abec002c961372e5a6b8261991119ef465b3032458	none-no-variant-delta
pdeu.f	PPEAMP	subroutine	690	identical	identical	951d73547eaea3a12e9f67f849314a8ad477a0ef807bc393c2dc2c1e3cf97f94	951d73547eaea3a12e9f67f849314a8ad477a0ef807bc393c2dc2c1e3cf97f94	951d73547eaea3a12e9f67f849314a8ad477a0ef807bc393c2dc2c1e3cf97f94	none-no-variant-delta
pdeu.f	PPIDKM	subroutine	736	identical	identical	b2b8425d6eb48a49e420e7c73a0ae19d9e76f94cea3f0cf1ac8f30e41a70a8be	b2b8425d6eb48a49e420e7c73a0ae19d9e76f94cea3f0cf1ac8f30e41a70a8be	b2b8425d6eb48a49e420e7c73a0ae19d9e76f94cea3f0cf1ac8f30e41a70a8be	none-no-variant-delta
pdeu.f	PPEANJ	subroutine	902	identical	identical	ad0d63e16258b361d9f0e33afac2fe136cde7f332a2d7dbbd893c5bd9a044e66	ad0d63e16258b361d9f0e33afac2fe136cde7f332a2d7dbbd893c5bd9a044e66	ad0d63e16258b361d9f0e33afac2fe136cde7f332a2d7dbbd893c5bd9a044e66	none-no-variant-delta
pdeu.f	PPDFM6	subroutine	957	identical	identical	7bc60f9f6b63d4e17c963a64c07a96a62a7b4803da176fca2008f12c9377a6ea	7bc60f9f6b63d4e17c963a64c07a96a62a7b4803da176fca2008f12c9377a6ea	7bc60f9f6b63d4e17c963a64c07a96a62a7b4803da176fca2008f12c9377a6ea	none-no-variant-delta
pdeu.f	GETNL	subroutine	1024	identical	identical	44970a30ce64c4a868e8c6fe62db047535382a6fc2f404350e4655ec2c8ca45d	44970a30ce64c4a868e8c6fe62db047535382a6fc2f404350e4655ec2c8ca45d	44970a30ce64c4a868e8c6fe62db047535382a6fc2f404350e4655ec2c8ca45d	none-no-variant-delta
pdeu.f	MXV	subroutine	1065	identical	identical	56bf35227ab0e4365f7c0b48ee6213234ad808a5d277777df02849e0ae665218	56bf35227ab0e4365f7c0b48ee6213234ad808a5d277777df02849e0ae665218	56bf35227ab0e4365f7c0b48ee6213234ad808a5d277777df02849e0ae665218	none-no-variant-delta
pdeu.f	MXM	subroutine	1082	identical	identical	1e72729be7b3ad0da241831d9d0ca87064e545055bfea77efc327608842f8ba8	1e72729be7b3ad0da241831d9d0ca87064e545055bfea77efc327608842f8ba8	1e72729be7b3ad0da241831d9d0ca87064e545055bfea77efc327608842f8ba8	none-no-variant-delta
pdeu.f	MINV	subroutine	1106	identical	identical	7bcc6f0cb02c8f4c5fa00a6113c2a477f96546297481178327472709e2784187	7bcc6f0cb02c8f4c5fa00a6113c2a477f96546297481178327472709e2784187	7bcc6f0cb02c8f4c5fa00a6113c2a477f96546297481178327472709e2784187	none-no-variant-delta
pdeu.f	MXVC	subroutine	1139	identical	identical	a26b671635907cade11c09c012b4d3faf2bd31ca63a70291d23241926e010984	a26b671635907cade11c09c012b4d3faf2bd31ca63a70291d23241926e010984	a26b671635907cade11c09c012b4d3faf2bd31ca63a70291d23241926e010984	none-no-variant-delta
pdeu.f	MXMC	subroutine	1158	identical	identical	9f0782d2b41f976423c4961d45f3f20fc93267b5a7c0de592195c452dd140a4b	9f0782d2b41f976423c4961d45f3f20fc93267b5a7c0de592195c452dd140a4b	9f0782d2b41f976423c4961d45f3f20fc93267b5a7c0de592195c452dd140a4b	none-no-variant-delta
pdeu.f	MINVC	subroutine	1184	identical	identical	bcff3464672362654d5bb7e41f631e3246a2e67525cd31bc92b13cc213f1da6d	bcff3464672362654d5bb7e41f631e3246a2e67525cd31bc92b13cc213f1da6d	bcff3464672362654d5bb7e41f631e3246a2e67525cd31bc92b13cc213f1da6d	none-no-variant-delta
pidsaid.f	__MAIN__	implicit-main	1	identical	identical	5a21ed2836fbc391cfcbfade5133708de731229f3ac520ec0950e86146d79ddb	5a21ed2836fbc391cfcbfade5133708de731229f3ac520ec0950e86146d79ddb	5a21ed2836fbc391cfcbfade5133708de731229f3ac520ec0950e86146d79ddb	none-no-variant-delta
pidsaid.f	PDCHICMP	subroutine	954	identical	identical	65748ecfbd817af742328f3d3f4752ef1871f763d9aa8b26118bd5d11f7c65e3	65748ecfbd817af742328f3d3f4752ef1871f763d9aa8b26118bd5d11f7c65e3	65748ecfbd817af742328f3d3f4752ef1871f763d9aa8b26118bd5d11f7c65e3	none-no-variant-delta
pidsaid.f	PIDOPEN	subroutine	1167	identical	identical	15d2d6a4dcb16f6c5d4a5d8a785dd26651b610e35bd090d3fb26501e4b3a5f36	15d2d6a4dcb16f6c5d4a5d8a785dd26651b610e35bd090d3fb26501e4b3a5f36	15d2d6a4dcb16f6c5d4a5d8a785dd26651b610e35bd090d3fb26501e4b3a5f36	none-no-variant-delta
pidsaid.f	PIDSETUP	subroutine	1209	identical	identical	658fb758e31cda0437036a4d8dfc7b35d382b0db2453985d07405a180727f8d4	658fb758e31cda0437036a4d8dfc7b35d382b0db2453985d07405a180727f8d4	658fb758e31cda0437036a4d8dfc7b35d382b0db2453985d07405a180727f8d4	none-no-variant-delta
pidsaid.f	PDOBS	subroutine	1317	identical	identical	6da1925b105ca0965de7b4769f03dd8311d5eefe00a49ad2016568512e708159	6da1925b105ca0965de7b4769f03dd8311d5eefe00a49ad2016568512e708159	6da1925b105ca0965de7b4769f03dd8311d5eefe00a49ad2016568512e708159	none-no-variant-delta
pidsaid.f	PDDA	subroutine	1569	identical	identical	08426380e3d3a2b0ab33b58a20b0b015615b2583ceee09ab62cc9fa65398c58c	08426380e3d3a2b0ab33b58a20b0b015615b2583ceee09ab62cc9fa65398c58c	08426380e3d3a2b0ab33b58a20b0b015615b2583ceee09ab62cc9fa65398c58c	none-no-variant-delta
pidsaid.f	PDB	function	1597	identical	identical	c6af102ef952f22d548afbe72bcf51d9a33ba3854fff86ff2071ccf586392ac6	c6af102ef952f22d548afbe72bcf51d9a33ba3854fff86ff2071ccf586392ac6	c6af102ef952f22d548afbe72bcf51d9a33ba3854fff86ff2071ccf586392ac6	none-no-variant-delta
pidsaid.f	HTCM	subroutine	1618	identical	identical	0d2aa1f46cfb535bd9d40a0d2d5600743b1561310dfaad4c1b9af430fdb74f9b	0d2aa1f46cfb535bd9d40a0d2d5600743b1561310dfaad4c1b9af430fdb74f9b	0d2aa1f46cfb535bd9d40a0d2d5600743b1561310dfaad4c1b9af430fdb74f9b	none-no-variant-delta
pidsaid.f	DCPOL	subroutine	1664	identical	identical	60ce7f7a8494f863543f220079f131b3322a4b073f6d4de6abf45bce7b674e45	60ce7f7a8494f863543f220079f131b3322a4b073f6d4de6abf45bce7b674e45	60ce7f7a8494f863543f220079f131b3322a4b073f6d4de6abf45bce7b674e45	none-no-variant-delta
pidsaid.f	HTCMLB	subroutine	1703	identical	identical	301789fc683b91100d1b8c024bcf8dbcf2745e099fa46b0c5f561aa20b99b714	301789fc683b91100d1b8c024bcf8dbcf2745e099fa46b0c5f561aa20b99b714	301789fc683b91100d1b8c024bcf8dbcf2745e099fa46b0c5f561aa20b99b714	none-no-variant-delta
pidsaid.f	PDSGI	subroutine	1740	identical	identical	be7a203714a1ca0865be3fe8e60544cb34aad041afe0e9345888f6b56cc20697	be7a203714a1ca0865be3fe8e60544cb34aad041afe0e9345888f6b56cc20697	be7a203714a1ca0865be3fe8e60544cb34aad041afe0e9345888f6b56cc20697	none-no-variant-delta
pidsaid.f	APR	function	1803	identical	identical	6b58f50d20be9e57d6e61d17538efd98217ed77e126a55df6317234dcec5aeea	6b58f50d20be9e57d6e61d17538efd98217ed77e126a55df6317234dcec5aeea	6b58f50d20be9e57d6e61d17538efd98217ed77e126a55df6317234dcec5aeea	none-no-variant-delta
pidsaid.f	API	function	1809	identical	identical	a0402c949c3b89c2e961e6dcdca5ec800f944bec240497bc33f2a795d81a5813	a0402c949c3b89c2e961e6dcdca5ec800f944bec240497bc33f2a795d81a5813	a0402c949c3b89c2e961e6dcdca5ec800f944bec240497bc33f2a795d81a5813	none-no-variant-delta
pidsaid.f	SAIDEQ	subroutine	1815	identical	identical	1cd433d280aa1e5ce80e0729c772867e8c5485d9311c08725c460bc2336c08e1	1cd433d280aa1e5ce80e0729c772867e8c5485d9311c08725c460bc2336c08e1	1cd433d280aa1e5ce80e0729c772867e8c5485d9311c08725c460bc2336c08e1	none-no-variant-delta
pidsaid.f	PDBAS	subroutine	1832	identical	identical	58ca491272e0be553011e88c4e4ce3493870d3adc11c25a5f1ec881fd6d2bda8	58ca491272e0be553011e88c4e4ce3493870d3adc11c25a5f1ec881fd6d2bda8	58ca491272e0be553011e88c4e4ce3493870d3adc11c25a5f1ec881fd6d2bda8	none-no-variant-delta
pidsaid.f	PDOBST	subroutine	1892	identical	identical	8c9dc170b4dc15cd9ab815ea502ff18a26f61e87924a8988dfeae20c264587fd	8c9dc170b4dc15cd9ab815ea502ff18a26f61e87924a8988dfeae20c264587fd	8c9dc170b4dc15cd9ab815ea502ff18a26f61e87924a8988dfeae20c264587fd	none-no-variant-delta
pidsaid.f	PDSOL	subroutine	1960	identical	identical	a9efb77dbc233002dbc0f3337b7a367973ad517663d6a746e9772325ddeedbd2	a9efb77dbc233002dbc0f3337b7a367973ad517663d6a746e9772325ddeedbd2	a9efb77dbc233002dbc0f3337b7a367973ad517663d6a746e9772325ddeedbd2	none-no-variant-delta
pidsaid.f	PDDLT	subroutine	2219	identical	identical	432de3b16bef99bcb110e584c72cb15f514237ab684fdf80a84a2fcd4f1514d6	432de3b16bef99bcb110e584c72cb15f514237ab684fdf80a84a2fcd4f1514d6	432de3b16bef99bcb110e584c72cb15f514237ab684fdf80a84a2fcd4f1514d6	none-no-variant-delta
pidsaid.f	PDODO	subroutine	2326	identical	identical	a5d8c0336f26bddf6bb73f84bb10aa7b7c7f7c66e2207788138a1661947da9ed	a5d8c0336f26bddf6bb73f84bb10aa7b7c7f7c66e2207788138a1661947da9ed	a5d8c0336f26bddf6bb73f84bb10aa7b7c7f7c66e2207788138a1661947da9ed	none-no-variant-delta
pidsaid.f	PDCHI	subroutine	2404	identical	identical	c16b78c7bbf550fd75611431acabb5f1806c0f80c419bec17c83be8fd5714286	c16b78c7bbf550fd75611431acabb5f1806c0f80c419bec17c83be8fd5714286	c16b78c7bbf550fd75611431acabb5f1806c0f80c419bec17c83be8fd5714286	none-no-variant-delta
pidsaid.f	CHBPLT	subroutine	2720	identical	identical	0b75e7075a2d081a9a64592586075065a49fa755fd6bbd72b3f142840dc25684	0b75e7075a2d081a9a64592586075065a49fa755fd6bbd72b3f142840dc25684	0b75e7075a2d081a9a64592586075065a49fa755fd6bbd72b3f142840dc25684	none-no-variant-delta
pidsaid.f	PDPWA	subroutine	2817	identical	identical	79b78659d3d906a1433e469fb7167b24bf44b4a58fb997ff097b9430c1553fe0	79b78659d3d906a1433e469fb7167b24bf44b4a58fb997ff097b9430c1553fe0	79b78659d3d906a1433e469fb7167b24bf44b4a58fb997ff097b9430c1553fe0	none-no-variant-delta
pidsaid.f	BSSPD	subroutine	3708	identical	identical	5081bcc6fce593f146d22ea081d5b0a68aef748d96e8bcced65f6dcc718b55bf	5081bcc6fce593f146d22ea081d5b0a68aef748d96e8bcced65f6dcc718b55bf	5081bcc6fce593f146d22ea081d5b0a68aef748d96e8bcced65f6dcc718b55bf	none-no-variant-delta
pidsaid.f	PLTSB	subroutine	3810	identical	identical	f35b7c3c9cbd336e5fd9a19489439a38c648b2255ee01115e31e34ed8798b55c	f35b7c3c9cbd336e5fd9a19489439a38c648b2255ee01115e31e34ed8798b55c	f35b7c3c9cbd336e5fd9a19489439a38c648b2255ee01115e31e34ed8798b55c	none-no-variant-delta
pidsaid.f	PDROT	subroutine	3818	identical	identical	294256eb20944d1acec2849e14c49d80bb6eadd171d78ff71e6c10e8de057208	294256eb20944d1acec2849e14c49d80bb6eadd171d78ff71e6c10e8de057208	294256eb20944d1acec2849e14c49d80bb6eadd171d78ff71e6c10e8de057208	none-no-variant-delta
